BoxID,SongID,recorded_on,released_on,old_or_new,created_with,language,genre,purpose,status,smasterpiece,article_title,song_title,video_song,artist,original_song,wma_url,song_url,MP3_name,critics_review,diary_text,poster_url,TrackNumber,RadioID,RadioName,soffset,snxtoffset,sduration,stars,real_url,karaoke_url,version_of_song,hide_if_not_on_radio
,1720,September 2016,,NEW,4,Spanish,Bachata,,0,True,Como mi Ritmo no hay Dos (con Latincita+Isabel),Como mi Ritmo no hay Dos,,Israel Cachao Lopez,,,~/best_of_latincita/Bancaplein%20Audio%20-%20Final%20Mix.mp3,,,,~/Images/Mobile/Bankaplein%20Audio-P.jpg,22,514,Bancaplein La Parranda Show,4800,5290,490,0,,,Live,0
,1725,September 2016,,NEW,4,Spanish,Merengue,,0,True,Distorted T&#250; te lo Pierdes (con Latincita),T&#250; te lo Pierdes,,Olga Ta&#241;on,,,~/best_of_latincita/Bancaplein%20Audio%20-%20Final%20Mix.mp3,,,,~/Images/Mobile/Bankaplein%20Audio-P.jpg,27,514,Bancaplein La Parranda Show,5913,6166,253,0,,,Live,0
,1703,September 2016,,NEW,4,Spanish,Bachata,,0,False,Dulce Mujer De Mi Vida (con Isabel),Dulce Mujer De Mi Vida,,Kiko Rodriguez,,,~/best_of_latincita/Bancaplein%20Audio%20-%20Final%20Mix.mp3,,,,~/Images/Mobile/Bankaplein%20Audio-P.jpg,5,514,Bancaplein La Parranda Show,659,912,253,0,,,Live,0
,1711,September 2016,,NEW,4,Spanish,,,0,False,Lo Que M&#225;s - Shakira (con Isabel),Lo Que M&#225;s,,Milly Quezada,,,~/best_of_latincita/Bancaplein%20Audio%20-%20Final%20Mix.mp3,,,,~/Images/Mobile/Bankaplein%20Audio-P.jpg,13,514,Bancaplein La Parranda Show,2333,2603,270,0,,,Live,0
,1209,August 2016,,NEW,4,Spanish,Cumbia,,0,False,La Noche - Joe Arroyo,La Noche,,Joe Arroyo,,,~/best_of_latincita/Jazz%20in%20the%20Gracht%20Audio.mp3,,,,~/Images/Mobile/Jazz%20in%20the%20Gracht%20Audio-P.jpg,1,311,Jazz in the Gracht Show,,,,0,,,Live,0
,1210,August 2016,,NEW,4,Spanish,Merengue,,0,False,NADIE SE MUERE - La Makina,Nadie se Muere,,La Makina,,,~/best_of_latincita/Jazz%20in%20the%20Gracht%20Audio.mp3,,,,~/Images/Mobile/Jazz%20in%20the%20Gracht%20Audio-P.jpg,2,311,Jazz in the Gracht Show,,,,0,,,Live,0
,1211,August 2016,,NEW,4,Spanish,Salsa,,0,False,CACHONDEA - Fruko y sus Tesos,Cachondea,,Fruko y sus Tesos,,,~/best_of_latincita/Jazz%20in%20the%20Gracht%20Audio.mp3,,,,~/Images/Mobile/Jazz%20in%20the%20Gracht%20Audio-P.jpg,3,311,Jazz in the Gracht Show,,,,0,,,Live,0
,1212,August 2016,,NEW,4,Spanish,Salsa,,0,False,LLORAR&#193;S - Oscar D&lt;QUOTE&gt;L&#233;on,Llorar&#225;s,,Oscar D&lt;QUOTE&gt;L&#233;on,,,~/best_of_latincita/Jazz%20in%20the%20Gracht%20Audio.mp3,,,,~/Images/Mobile/Jazz%20in%20the%20Gracht%20Audio-P.jpg,4,311,Jazz in the Gracht Show,,,,0,,,Live,0
,1213,August 2016,,NEW,4,Spanish,Salsa,,0,False,Elena Elena - Ismael Rivera,Elena Elena,,Ismael Rivera,,,~/best_of_latincita/Jazz%20in%20the%20Gracht%20Audio.mp3,,,,~/Images/Mobile/Jazz%20in%20the%20Gracht%20Audio-P.jpg,5,311,Jazz in the Gracht Show,,,,0,,,Live,0
,247,August 2016,,NEW,4,Spanish,Mixed,Entertainment,0,True,La Parranda - Jazz in the Gracht with Latincita,Jazz in the Gracht with Latincita,,La Parranda with Latincita,,,~/best_of_latincita/Jazz%20in%20the%20Gracht.mp3,,Running after a high-speed boat up and down the canals of the Hague with thousands of people cheering &quot;La Parranda&quot;.  Latncita blowing them away with Merengue and red hot Salsa!  GO LATINCITA!,Coolest night EVER !!,~/Images/Mobile/Jazz%20in%20the%20Gracht-P.jpg,247,Music by Latincita,,,,,0,,,,0
,354,July 2016,,NEW,4,English,Easy Listening,Listening,0,True,Latincita - No Ordinary Love - With Love,No Ordinary Love,,Sade,,,~/best_of_latincita/Latincita%20-%20No%20Ordinary%20Love%20-%20With%20Love.mp3,,Golden Honey&lt;COMMA&gt; Wild Flowers&lt;COMMA&gt; Star Light&lt;COMMA&gt; Moon Shine,Ended up with 3 stars on the website ... had an idea tht this was wrong.,~/Images/Mobile/No%20Ordinary%20Love%20-%20With%20Love-P.jpg,354,Music by Latincita,,,,,0,,,,0
,245,July 2016,,NEW,4,Spanish,Salsa,Dance,0,True,Latincita - Temperatura - Lebron Brothers,Temperatura,,Hermanos Lebr&#243;n,,,~/best_of_latincita/Latincita%20-%20Temperatura.mp3,,Prehistoric Salsa with Latincita.   Turn up the HEAT Latincita,,~/Images/Mobile/Heartbreak%20Latincita-P.jpg,245,Music by Latincita,,,,,0,,,,0
,244,July 2016,,NEW,4,Spanish,Salsa,Listening,0,True,Latincita - Salsa Y Control - Lebron Brothers,Salsa Y Control,,Hermanos Lebr&#243;n,,,~/best_of_latincita/Latincita%20-%20Salsa%20Y%20Control.mp3,,An old Classic &#8230; done Latincita Style &#8230;.&lt;CR&gt;&#8230;screwed just like the rest,SALSA Salsa salsa salsa,~/Images/Mobile/Heartbreak%20Latincita-P.jpg,244,Music by Latincita,,,,,0,,,,0
,243,July 2016,,NEW,4,Spanish,Salsa,Dance,0,True,Latincita - El Buen Pastor - Raphy Leavit,El Buen Pastor,,Raphy Leavit,,,~/best_of_latincita/Latincita%20-%20El%20Buen%20Pastor.mp3,,Latincita&lt;QUOTE&gt;s first mesage straight from GOD &#8230; right to all of us who don&lt;QUOTE&gt;t have her level of faith.,,~/Images/Mobile/Heartbreak%20Latincita-P.jpg,243,Music by Latincita,,,,,0,,,,0
,242,July 2016,,NEW,4,Spanish,Salsa,Listening,0,True,Latincita - Juliana - Cuco Valoy,Juliana,,Cuco Valoy,,,~/best_of_latincita/Latincita%20-%20Juliana.mp3,,,Laticita&lt;QUOTE&gt;s Live Hit &#8230; but with real Trumpets for a change,~/Images/Mobile/Heartbreak%20Latincita-P.jpg,242,Music by Latincita,,,,,0,,,,0
,241,July 2016,,NEW,4,English,Easy Listening,Listening,0,True,Latincita - One day I&lt;QUOTE&gt;ll Fly Away - Randy Crawford,One day I&lt;QUOTE&gt;ll Fly Away,,Randy Crawford,,,~/best_of_latincita/Latincita%20-%20One%20day%20Ill%20Fly%20Away.mp3,,Lessons on how to mangle a masterpiece.,,~/Images/Mobile/Heartbreak%20Latincita-P.jpg,241,Music by Latincita,,,,,0,,,,0
,240,July 2016,,NEW,4,English,Easy Listening,Listening,0,True,Latincita - You Might Need Somebody - Randy Crawford,You Might Need Somebody,,Randy Crawford,,,~/best_of_latincita/Latincita%20-%20You%20Might%20Need%20Somebody.mp3,,Beautiful Stuff.  Midly destroyed.,,~/Images/Mobile/Heartbreak%20Latincita-P.jpg,240,Music by Latincita,,,,,0,,,,0
,239,July 2016,,NEW,4,English,Easy Listening,Listening,0,True,Latincita - Rainy Night in Georgia - Randy Crawford,Rainy Night in Georgia,,Randy Crawford,,,~/best_of_latincita/Latincita%20-%20Rainy%20Night%20in%20Georgia.mp3,,,Finally.  Months and months waiting to capyure Rainy Night in Georgia.  &#8230;and the stupid laptop leaves us with this mess.  As Latincita says.  Technology.  Sucks.   Baybe.  But&#8230; Latincita :  genious,~/Images/Mobile/Heartbreak%20Latincita-P.jpg,239,Music by Latincita,,,,,0,,,,0
,238,July 2016,,NEW,4,English,Easy Listening,Listening,0,True,Latincita - No Ordinary Love - Sade,No Ordinary Love,,Sade,,,~/best_of_latincita/Latincita%20-%20No%20Ordinary%20Love.mp3,,Golden Honey&lt;COMMA&gt; Wild Flowers&lt;COMMA&gt; Star Light&lt;COMMA&gt; Moon Shine&lt;CR&gt;&#8230;and a total mess&#8230;  war with a screwed up computer.,enjoy whatever is left of something wonderous,~/Images/Mobile/Heartbreak%20Latincita-P.jpg,238,Music by Latincita,,,,,0,,,,0
,237,July 2016,,NEW,4,English,Easy Listening,Listening,0,True,Latincita - The Sweetest Taboo - Sade,The Sweetest Taboo,,Sade,,,~/best_of_latincita/Latincita%20-%20The%20Sweetest%20Taboo.mp3,,Go Latincita &#8230; mind the f**g gaps!,,~/Images/Mobile/Heartbreak%20Latincita-P.jpg,237,Music by Latincita,,,,,0,,,,0
,236,July 2016,,NEW,4,English,Easy Listening,Listening,0,True,Latincita - Smooth Operator - Sade,Smooth Operator,,Sade,,,~/best_of_latincita/Latincita%20-%20Smooth%20Operator.mp3,,GOLD !!,,~/Images/Mobile/Smooth%20Operator-P.JPG,236,Music by Latincita,,,,,0,,,,0
,235,July 2016,,NEW,4,English,Pop,Listening,0,False,Latincita - Money Money Money - Abba,Money Money Money,,Abba,,,~/best_of_latincita/Latincita%20-%20Money%20Money%20Money.mp3,,Swiss Cheeze&lt;COMMA&gt; but what&lt;QUOTE&gt;s left is $$$,Just give me money.,~/Images/Mobile/Heartbreak%20Latincita-P.jpg,235,Music by Latincita,,,,,0,,,,0
,233,July 2016,,NEW,4,English,Pop,Listening,0,True,Latincita - Mama Mia - Abba,Mama Mia,,Abba,,,~/best_of_latincita/Latincita%20-%20Mama%20Mia.mp3,,Beyond Cool.   Vocal acrobatics.,,~/Images/Mobile/Heartbreak%20Latincita-P.jpg,233,Music by Latincita,,,,,0,,,,0
,232,July 2016,,NEW,4,English,Pop,Listening,0,True,Latincita - Chiquitita - Abba,Chiquitita,,Abba,,,~/best_of_latincita/Latincita%20-%20Chiquitita%20II.mp3,,Not as perfectly beautiful as her first recording&lt;COMMA&gt; but very nice none the less.,,~/Images/Mobile/Heartbreak%20Latincita-P.jpg,232,Music by Latincita,,,,,0,,,,0
,231,July 2016,,NEW,4,English,Pop,Dance,0,False,Latincita - I&lt;QUOTE&gt;m in the Mood for Dancing  - Nolan Sisters,I&lt;QUOTE&gt;m in the Mood for Dancing,,Nolan Sisters,,,~/best_of_latincita/Latincita%20-%20Im%20in%20the%20mood%20for%20dancing.mp3,,,The video makes me think of me and my three sisters (on my father&lt;QUOTE&gt;s side ??).  I want to make Christian music with them.  Songs from God.  With a message for all people&lt;COMMA&gt; no matter which language they speak.  Nice songs.  No regaton.  No.,~/Images/Mobile/Heartbreak%20Latincita-P.jpg,231,Music by Latincita,,,,,0,,,,0
,1032,July 2016,,NEW,4,English,Pop,,0,True,Latincita - I&lt;QUOTE&gt;m so Excited,I&lt;QUOTE&gt;m so  excited,,Pointer Sisters,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,1,230,Radio Last day of July - GAPS,70,304,234,0,,,Radio,0
,1033,July 2016,,NEW,4,English,Pop,,0,True,Latincita - I&lt;QUOTE&gt;m in the Mood for Dancing  - Nolan Sisters,I&lt;QUOTE&gt;m in the Mood for Dancing ,,Nolan Sisters,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,2,230,Radio Last day of July - GAPS,304,653,349,0,,,Radio,0
,1034,July 2016,,NEW,4,English,Pop,,0,True,Latincita - Chiquitita - Abba,Chiquitita,,Abba,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,3,230,Radio Last day of July - GAPS,653,998,345,0,,,Radio,0
,1035,July 2016,,NEW,4,English,Pop,,0,True,Latincita - Mama Mia - Abba,Mama Mia,,Abba,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,4,230,Radio Last day of July - GAPS,998,1229,231,0,,,Radio,0
,1037,July 2016,,NEW,4,English,Pop,,0,True,Latincita - Money Money Money - Abba,Money Money Money,,Abba,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,5,230,Radio Last day of July - GAPS,1229,1434,205,0,,,Radio,0
,1038,July 2016,,NEW,4,English,Romantic,,0,True,Latincita - Smooth Operator - Sade,Smooth Operator,,Sade,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,6,230,Radio Last day of July - GAPS,1434,1760,326,0,,,Radio,0
,1039,July 2016,,NEW,4,English,Romantic,,0,True,Latincita - The Sweetest Taboo - Sade,The Sweetest Taboo,,Sade,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,7,230,Radio Last day of July - GAPS,1760,2058,298,0,,,Radio,0
,1040,July 2016,,NEW,4,English,Romantic,,0,True,Latincita - No Ordinary Love - Sade,No Ordinary Love,,Sade,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,8,230,Radio Last day of July - GAPS,2058,2388,330,0,,,Radio,0
,1041,July 2016,,NEW,4,English,Romantic,,0,True,Latincita - No Ordinary Love - Sade,No Ordinary Love,,Sade,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,9,230,Radio Last day of July - GAPS,2388,2751,363,0,,,Radio,0
,1042,July 2016,,NEW,4,English,Ballads,,0,True,Latincita - Rainy Night in Georgia - Randy Crawford,Rainy Night in Georgia,,Randy Crawford,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,11,230,Radio Last day of July - GAPS,2788,3047,259,0,,,Radio,0
,1043,July 2016,,NEW,4,English,Pop,,0,True,Latincita - You Might Need Somebody - Randy Crawford,You Might Need Somebody,,Randy Crawford,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,12,230,Radio Last day of July - GAPS,3047,3290,243,0,,,Radio,0
,1044,July 2016,,NEW,4,English,Romantic,,0,True,Latincita - One day I&lt;QUOTE&gt;ll Fly Away - Randy Crawford,One day I&lt;QUOTE&gt;ll Fly Away,,Randy Crawford,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,13,230,Radio Last day of July - GAPS,3290,3559,269,0,,,Radio,0
,1045,July 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Juliana - Cuco Valoy,Juliana,,Cuco Valoy,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,14,230,Radio Last day of July - GAPS,3559,3873,314,0,,,Radio,0
,1046,July 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - El Buen Pastor - Raphy Leavit,El Buen Pastor,,Raphy Leavit,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,15,230,Radio Last day of July - GAPS,3873,4194,321,0,,,Radio,0
,1047,July 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Salsa Y Control - Lebron Brothers,Salsa Y Control,,Hermanos Lebr&#243;n,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,16,230,Radio Last day of July - GAPS,4194,4430,236,0,,,Radio,0
,1048,July 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Temperatura - Lebron Brothers,Temperatura,,Hermanos Lebr&#243;n,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,17,230,Radio Last day of July - GAPS,4430,-1,7200,0,,,Radio,0
,1428,July 2016,,NEW,4,English,Romantic,,0,True,Latincita - Street Life (acapella) - Randy Crawford,Street Life,,Randy Crawford,,,~/best_of_latincita/Radio%20Last%20day%20of%20July%20II.mp3,,,,~/Images/Mobile/Last%20day%20of%20July-P.jpg,10,230,Radio Last day of July - GAPS,2751,2788,37,0,,,Radio,0
,1016,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Juliana I - Cuco Valoy,Juliana,,Cuco Valoy,,,~/best_of_latincita/Radio%2026%20June%20-%20harder.mp3,,,,~/Images/Mobile/Latincita%20Radio%20on%20the%20Air-P.jpg,1,301,Radio 26 June,1,152,151,0,,,Radio,0
,1017,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Juliana II - Cuco Valoy,Juliana,,Cuco Valoy,,,~/best_of_latincita/Radio%2026%20June%20-%20harder.mp3,,,,~/Images/Mobile/Latincita%20Radio%20on%20the%20Air-P.jpg,2,301,Radio 26 June,152,424,272,0,,,Radio,0
,1018,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Juliana III - Cuco Valoy,Juliana,,Cuco Valoy,,,~/best_of_latincita/Radio%2026%20June%20-%20harder.mp3,,,,~/Images/Mobile/Latincita%20Radio%20on%20the%20Air-P.jpg,3,301,Radio 26 June,424,692,268,0,,,Radio,0
,1019,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - La Noche - El Jeffrey,La Noche,,El Jeffrey,,,~/best_of_latincita/Radio%2026%20June%20-%20harder.mp3,,,,~/Images/Mobile/Latincita%20Radio%20on%20the%20Air-P.jpg,4,301,Radio 26 June,692,989,297,0,,,Radio,0
,1020,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - El Preso - Fruko y sus Tesos,El Preso,,Fruko y sus Tesos,,,~/best_of_latincita/Radio%2026%20June%20-%20harder.mp3,,,,~/Images/Mobile/Latincita%20Radio%20on%20the%20Air-P.jpg,5,301,Radio 26 June,989,1379,390,0,,,Radio,0
,1021,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Mas Que Tu Amigo - Marco Antonio Solis,Mas Que Tu Amigo,,Marco Antonio Solis,,,~/best_of_latincita/Radio%2026%20June%20-%20harder.mp3,,,,~/Images/Mobile/Latincita%20Radio%20on%20the%20Air-P.jpg,6,301,Radio 26 June,1379,1658,279,0,,,Radio,0
,1022,June 2016,,NEW,4,Spanish,Merengue,,0,True,Latincita - Nadi se Muere - La Makina,Nadie se Muere,,La Makina,,,~/best_of_latincita/Radio%2026%20June%20-%20harder.mp3,,,,~/Images/Mobile/Latincita%20Radio%20on%20the%20Air-P.jpg,7,301,Radio 26 June,1658,1922,264,0,,,Radio,0
,1024,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Todo tiene su final I - H&#233;ctor Lavoe,Todo tiene su final,,H&#233;ctor Lavoe,,,~/best_of_latincita/Radio%2026%20June%20-%20harder.mp3,,,,~/Images/Mobile/Latincita%20Radio%20on%20the%20Air-P.jpg,9,301,Radio 26 June,2016,2317,301,0,,,Radio,0
,1025,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Peri&#243;dico de Ayer (2 sec&lt;QUOTE&gt;s) - H&#233;ctor Lavoe,Peri&#243;dico de Ayer,,H&#233;ctor Lavoe,,,~/best_of_latincita/Radio%2026%20June%20-%20harder.mp3,,,,~/Images/Mobile/Latincita%20Radio%20on%20the%20Air-P.jpg,10,301,Radio 26 June,2317,2342,25,0,,,Radio,0
,1026,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Todo tiene su final II - H&#233;ctor Lavoe,Todo tiene su final,,H&#233;ctor Lavoe,,,~/best_of_latincita/Radio%2026%20June%20-%20harder.mp3,,,,~/Images/Mobile/Latincita%20Radio%20on%20the%20Air-P.jpg,11,301,Radio 26 June,2342,2634,292,0,,,Radio,0
,1027,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Peri&#243;dico de Ayer II - H&#233;ctor Lavoe,Peri&#243;dico de Ayer,,H&#233;ctor Lavoe,,,~/best_of_latincita/Radio%2026%20June%20-%20harder.mp3,,,,~/Images/Mobile/Latincita%20Radio%20on%20the%20Air-P.jpg,12,301,Radio 26 June,2634,2994,360,0,,,Radio,0
,1028,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Un amor de la Calle - H&#233;ctor Lavoe,Un amor de la Calle,,H&#233;ctor Lavoe,,,~/best_of_latincita/Radio%2026%20June%20-%20harder.mp3,,,,~/Images/Mobile/Latincita%20Radio%20on%20the%20Air-P.jpg,13,301,Radio 26 June,2994,3217,223,0,,,Radio,0
,1029,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - L&#225;grimas - Roberto Blades,L&#225;grimas,,Roberto Blades,,,~/best_of_latincita/Radio%2026%20June%20-%20harder.mp3,,,,~/Images/Mobile/Latincita%20Radio%20on%20the%20Air-P.jpg,14,301,Radio 26 June,3217,3628,411,0,,,Radio,0
,1030,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Se&#241;ora Ley - Tito Nieves,Se&#241;ora Ley,,Tito Nieves,,,~/best_of_latincita/Radio%2026%20June%20-%20harder.mp3,,,,~/Images/Mobile/Latincita%20Radio%20on%20the%20Air-P.jpg,15,301,Radio 26 June,3628,3912,284,0,,,Radio,0
,1031,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Decisiones - Rub&#233;n Blades,Decisiones,,Rub&#233;n Blades,,,~/best_of_latincita/Radio%2026%20June%20-%20harder.mp3,,,,~/Images/Mobile/Latincita%20Radio%20on%20the%20Air-P.jpg,16,301,Radio 26 June,3912,-1,7200,0,,,Radio,0
,228,June 2016,,NEW,4,English,Pop,Listening,0,True,I&lt;QUOTE&gt;m tired of that Love,Same Old Love,,Selena Gomez,,,~/best_of_latincita/Latincita%20-%20Same%20Old%20Love.mp3,,,,~/Images/Mobile/Same%20old%20Love-P.jpg,228,Music by Latincita,,,,,0,,,,0
,227,June 2016,,NEW,4,Spanish,Salsa,Listening,0,True,You took my love - mi abus&#243;,Usted Abus&#243;,,Celia Cruz,,,~/best_of_latincita/Latincita%20-%20Usted%20Abuso.mp3,,,,~/Images/Mobile/Usted%20Abuso-P.JPG,227,Music by Latincita,,,,,0,,,,0
,226,June 2016,,NEW,4,Spanish,Salsa,Dance,0,True,Black tears I cry,L&#225;grimas Negras,,Miguel Matamoros,,,~/best_of_latincita/Latincita%20-Lagrimas%20Negras.mp3,,,,~/Images/Mobile/Legramas%20Negros-P.JPG,226,Music by Latincita,,,,,0,,,,0
,225,June 2016,,NEW,4,Spanish,Salsa,Dance,0,True,Vuelve &#8230;buenisimo!,Vuelve,,Cuco Valoy,,,~/best_of_latincita/Latincita%20-%20Vuelve.mp3,,Come back to me my love !,,~/Images/Mobile/Vuelve-P.JPG,225,Music by Latincita,,,,,0,,,,0
,224,June 2016,,NEW,4,Mixed,Salsa,Dance,0,True,Yamulemasese - Mas Sexy,Yamulemau,,Joe Arroyo,,,~/best_of_latincita/Latincita%20-%20Yamulemau.mp3,,,,~/Images/Mobile/Yamulemau-P.JPG,224,Music by Latincita,,,,,0,,,,0
,1124,June 2016,,NEW,4,English,Pop,,0,True,Latincita - Selena Gomez - Good for You,Good for You,,Selena Gomez,,,~/best_of_latincita/Latincita%20-%205%20June%20Radio.mp3,,,,~/Images/Mobile/Radio%20-%205%20June-P.JPG,1,223,June 5th Radio,1,257,256,0,,,Radio,0
,1125,June 2016,,NEW,4,English,Pop,,0,True,Latincita - Selena Gomez - Hands to Myself,Hands to Myself,,Selena Gomez,,,~/best_of_latincita/Latincita%20-%205%20June%20Radio.mp3,,,,~/Images/Mobile/Radio%20-%205%20June-P.JPG,2,223,June 5th Radio,257,462,205,0,,,Radio,0
,1126,June 2016,,NEW,4,English,Pop,,0,True,Latincita - Selena Gomez - Same Old Love,Same Old Love,,Selena Gomez,,,~/best_of_latincita/Latincita%20-%205%20June%20Radio.mp3,,,,~/Images/Mobile/Radio%20-%205%20June-P.JPG,3,223,June 5th Radio,462,705,243,0,,,Radio,0
,1127,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Yamulemau - Joe Arroyo,Yamulemau,,Joe Arroyo,,,~/best_of_latincita/Latincita%20-%205%20June%20Radio.mp3,,,,~/Images/Mobile/Radio%20-%205%20June-P.JPG,4,223,June 5th Radio,705,983,278,0,,,Radio,0
,1128,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Vuelve - Cuco Valoy,Vuelve,,Cuco Valoy,,,~/best_of_latincita/Latincita%20-%205%20June%20Radio.mp3,,,,~/Images/Mobile/Radio%20-%205%20June-P.JPG,5,223,June 5th Radio,983,1193,210,0,,,Radio,0
,1130,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - L&#225;grimas Negras - Miguel Matamoros,L&#225;grimas Negras,,Miguel Matamoros,,,~/best_of_latincita/Latincita%20-%205%20June%20Radio.mp3,,,,~/Images/Mobile/Radio%20-%205%20June-P.JPG,7,223,June 5th Radio,1227,1470,243,0,,,Radio,0
,1132,June 2016,,NEW,4,Spanish,Salsa,,0,True,Latincita - Usted Abus&#243; - Celia Cruz,Usted Abus&#243;,,Celia Cruz,,,~/best_of_latincita/Latincita%20-%205%20June%20Radio.mp3,,,,~/Images/Mobile/Radio%20-%205%20June-P.JPG,9,223,June 5th Radio,1519,1780,261,0,,,Radio,0
,222,June 2016,,NEW,4,English,Pop,Listening,0,True,I just can&lt;QUOTE&gt;t keep my hands to myself,Hands to Myself,,Selena Gomez,,,~/best_of_latincita/Latincita%20-%20Hands%20to%20Myself.mp3,,,I want it all &#8230; don&lt;QUOTE&gt;t waste one drop.,~/Images/Mobile/Hands%20to%20Myself-P.jpg,222,Music by Latincita,,,,,0,,,,0
,221,June 2016,,NEW,4,English,Pop,Listening,0,True,I wanna look good for you,Good for You,,Selena Gomez,,,~/best_of_latincita/Latincita%20-%20Good%20for%20You.mp3,,,I just wanna look good for you&lt;COMMA&gt; baby.,~/Images/Mobile/Good%20for%20You-P.jpg,221,Music by Latincita,,,,,0,,,,0
,306,May 2016,,NEW,4,Spanish,Salsa,Listening,0,True,Latincita - Sin Sentimiento - Grupo Niche,Sin Sentimiento,,Grupo Niche,,,~/best_of_latincita/Latincita%20-%20Sin%20Sentimiento%20-%20Grupo%20Niche.mp3,,Stellar Salsa from Columbia&lt;COMMA&gt; to Venezuela&lt;COMMA&gt; to Nederland&lt;COMMA&gt; to the world.,Turned into minst meat &#8230; curtesy of Intel&lt;COMMA&gt; Medion and Microsoft&lt;QUOTE&gt;s wonderful Windows 10,~/Images/Mobile/Estoy%20Pensando-P.JPG,306,Music by Latincita,,,,,0,,,,0
,305,May 2016,,NEW,4,Spanish,Salsa,Listening,0,True,Latincita - Busca por Dentro - Grupo Niche,Busca por Dentro,,Grupo Niche,,,~/best_of_latincita/Latincita%20-Busca%20por%20Dentro%20-%20Grupo%20Niche.mp3,,WONDERFUL !!   Agua Fresca,You gotta be kidding me&lt;COMMA&gt; nearly lost forever&lt;COMMA&gt; burrid somewhere in the discarded and ignored Radio Pinksteren 2016,~/Images/Mobile/Agua%20Fresca-P.JPG,305,Music by Latincita,,,,,0,,,,0
,1111,May 2016,,NEW,4,Spanish,Pop,,0,True,Latincita - Guantanamera - Celia Cruz,Guantanamera,,Celia Cruz,C:\\\\DATA\\\\Eigen Opnames\\\\Pinksteren 2016\\\\Track 5.wav,,~/best_of_latincita/Radio%20Pinksteren%202016%20III.mp3,,,,~/Images/Mobile/Latincita%20Radio%20on%20the%20Air-P.jpg,1,303,Pinksteren Radio 2016,1,186,185,0,,,Radio,0
